index,location,origin_date,target_date,output_type,output_type_id,value,target
182,LAO_G,2025-04-30,2025-05-31,quantile,0.25,0.2860128581523895,WNV cases
183,LAO_G,2025-04-30,2025-05-31,quantile,0.3,0.2882640659809112,WNV cases
184,LAO_G,2025-04-30,2025-05-31,quantile,0.35,0.2909700572490692,WNV cases
185,LAO_G,2025-04-30,2025-05-31,quantile,0.4,0.2949100434780121,WNV cases
186,LAO_G,2025-04-30,2025-05-31,quantile,0.45,0.2980665862560272,WNV cases
187,LAO_G,2025-04-30,2025-05-31,quantile,0.5,0.3001801371574402,WNV cases
188,LAO_G,2025-04-30,2025-05-31,quantile,0.55,0.3028163015842438,WNV cases
189,LAO_G,2025-04-30,2025-05-31,quantile,0.6,0.3040842115879059,WNV cases
190,LAO_G,2025-04-30,2025-05-31,quantile,0.65,0.3061050772666931,WNV cases
191,LAO_G,2025-04-30,2025-05-31,quantile,0.7,0.3084224462509155,WNV cases
192,LAO_G,2025-04-30,2025-05-31,quantile,0.75,0.3113461136817932,WNV cases
193,LAO_G,2025-04-30,2025-05-31,quantile,0.8,0.3141084909439087,WNV cases
194,LAO_G,2025-04-30,2025-05-31,quantile,0.85,0.3191358745098114,WNV cases
195,LAO_G,2025-04-30,2025-05-31,quantile,0.9,0.3251126706600189,WNV cases
196,LAO_G,2025-04-30,2025-05-31,quantile,0.95,0.3370011746883392,WNV cases
197,LAO_G,2025-04-30,2025-05-31,quantile,0.99,0.3463784158229828,WNV cases
198,LAO_G,2025-04-30,2025-06-30,cdf,0,4.012363101366055e-46,No WNV activity
199,LAO_G,2025-04-30,2025-06-30,quantile,0.01,1.9635998010635376,WNV cases
200,LAO_G,2025-04-30,2025-06-30,quantile,0.05,2.089186906814575,WNV cases
201,LAO_G,2025-04-30,2025-06-30,quantile,0.1,2.172679662704468,WNV cases
202,LAO_G,2025-04-30,2025-06-30,quantile,0.15,2.23810076713562,WNV cases
203,LAO_G,2025-04-30,2025-06-30,quantile,0.2,2.26474666595459,WNV cases
204,LAO_G,2025-04-30,2025-06-30,quantile,0.25,2.2893877029418945,WNV cases
205,LAO_G,2025-04-30,2025-06-30,quantile,0.3,2.3074135780334477,WNV cases
206,LAO_G,2025-04-30,2025-06-30,quantile,0.35,2.3290703296661377,WNV cases
207,LAO_G,2025-04-30,2025-06-30,quantile,0.4,2.360635042190552,WNV cases
208,LAO_G,2025-04-30,2025-06-30,quantile,0.45,2.3858821392059326,WNV cases
209,LAO_G,2025-04-30,2025-06-30,quantile,0.5,2.402792930603028,WNV cases
210,LAO_G,2025-04-30,2025-06-30,quantile,0.55,2.4239022731781006,WNV cases
211,LAO_G,2025-04-30,2025-06-30,quantile,0.6,2.4340627193450928,WNV cases
212,LAO_G,2025-04-30,2025-06-30,quantile,0.65,2.4502615928649902,WNV cases
213,LAO_G,2025-04-30,2025-06-30,quantile,0.7,2.4687633514404297,WNV cases
214,LAO_G,2025-04-30,2025-06-30,quantile,0.75,2.4921791553497314,WNV cases
215,LAO_G,2025-04-30,2025-06-30,quantile,0.8,2.5142946243286133,WNV cases
216,LAO_G,2025-04-30,2025-06-30,quantile,0.85,2.5545170307159424,WNV cases
217,LAO_G,2025-04-30,2025-06-30,quantile,0.9,2.602372407913208,WNV cases
218,LAO_G,2025-04-30,2025-06-30,quantile,0.95,2.697557210922241,WNV cases
219,LAO_G,2025-04-30,2025-06-30,quantile,0.99,2.772604465484619,WNV cases
220,LAO_G,2025-04-30,2025-07-31,cdf,0,4.014080262225214e-46,No WNV activity
221,LAO_G,2025-04-30,2025-07-31,quantile,0.01,8.797656059265137,WNV cases
222,LAO_G,2025-04-30,2025-07-31,quantile,0.05,9.360278129577637,WNV cases
223,LAO_G,2025-04-30,2025-07-31,quantile,0.1,9.734504699707031,WNV cases
224,LAO_G,2025-04-30,2025-07-31,quantile,0.15,10.027481079101562,WNV cases
225,LAO_G,2025-04-30,2025-07-31,quantile,0.2,10.14687156677246,WNV cases
226,LAO_G,2025-04-30,2025-07-31,quantile,0.25,10.257254600524902,WNV cases
227,LAO_G,2025-04-30,2025-07-31,quantile,0.3,10.338040351867676,WNV cases
228,LAO_G,2025-04-30,2025-07-31,quantile,0.35,10.43502426147461,WNV cases
229,LAO_G,2025-04-30,2025-07-31,quantile,0.4,10.576525688171388,WNV cases
230,LAO_G,2025-04-30,2025-07-31,quantile,0.45,10.689583778381348,WNV cases
231,LAO_G,2025-04-30,2025-07-31,quantile,0.5,10.765352249145508,WNV cases
232,LAO_G,2025-04-30,2025-07-31,quantile,0.55,10.85995388031006,WNV cases
233,LAO_G,2025-04-30,2025-07-31,quantile,0.6,10.90554141998291,WNV cases
234,LAO_G,2025-04-30,2025-07-31,quantile,0.65,10.978179931640623,WNV cases
235,LAO_G,2025-04-30,2025-07-31,quantile,0.7,11.060909271240234,WNV cases
236,LAO_G,2025-04-30,2025-07-31,quantile,0.75,11.16589641571045,WNV cases
237,LAO_G,2025-04-30,2025-07-31,quantile,0.8,11.264935493469238,WNV cases
238,LAO_G,2025-04-30,2025-07-31,quantile,0.85,11.445128440856934,WNV cases
239,LAO_G,2025-04-30,2025-07-31,quantile,0.9,11.659557342529297,WNV cases
240,LAO_G,2025-04-30,2025-07-31,quantile,0.95,12.086101531982422,WNV cases
241,LAO_G,2025-04-30,2025-07-31,quantile,0.99,12.422310829162598,WNV cases
242,LAO_G,2025-04-30,2025-08-31,cdf,0,4.003805097327901e-46,No WNV activity
243,LAO_G,2025-04-30,2025-08-31,quantile,0.01,25.83233070373535,WNV cases
244,LAO_G,2025-04-30,2025-08-31,quantile,0.05,27.484092712402344,WNV cases
245,LAO_G,2025-04-30,2025-08-31,quantile,0.1,28.58338928222656,WNV cases
246,LAO_G,2025-04-30,2025-08-31,quantile,0.15,29.443124771118164,WNV cases
247,LAO_G,2025-04-30,2025-08-31,quantile,0.2,29.793725967407227,WNV cases
248,LAO_G,2025-04-30,2025-08-31,quantile,0.25,30.117780685424805,WNV cases
249,LAO_G,2025-04-30,2025-08-31,quantile,0.3,30.355073928833008,WNV cases
250,LAO_G,2025-04-30,2025-08-31,quantile,0.35,30.639726638793945,WNV cases
251,LAO_G,2025-04-30,2025-08-31,quantile,0.4,31.05554962158203,WNV cases
252,LAO_G,2025-04-30,2025-08-31,quantile,0.45,31.387287139892575,WNV cases
253,LAO_G,2025-04-30,2025-08-31,quantile,0.5,31.60972595214844,WNV cases
254,LAO_G,2025-04-30,2025-08-31,quantile,0.55,31.88758087158203,WNV cases
255,LAO_G,2025-04-30,2025-08-31,quantile,0.6,32.02163314819336,WNV cases
256,LAO_G,2025-04-30,2025-08-31,quantile,0.65,32.23517990112305,WNV cases
257,LAO_G,2025-04-30,2025-08-31,quantile,0.7,32.477474212646484,WNV cases
258,LAO_G,2025-04-30,2025-08-31,quantile,0.75,32.785892486572266,WNV cases
259,LAO_G,2025-04-30,2025-08-31,quantile,0.8,33.076473236083984,WNV cases
260,LAO_G,2025-04-30,2025-08-31,quantile,0.85,33.60555648803711,WNV cases
261,LAO_G,2025-04-30,2025-08-31,quantile,0.9,34.23539352416992,WNV cases
262,LAO_G,2025-04-30,2025-08-31,quantile,0.95,35.488121032714844,WNV cases
263,LAO_G,2025-04-30,2025-08-31,quantile,0.99,36.47504806518555,WNV cases
264,LAO_G,2025-04-30,2025-09-30,cdf,0,3.996398837538444e-46,No WNV activity
265,LAO_G,2025-04-30,2025-09-30,quantile,0.01,37.453948974609375,WNV cases
266,LAO_G,2025-04-30,2025-09-30,quantile,0.05,39.847923278808594,WNV cases
267,LAO_G,2025-04-30,2025-09-30,quantile,0.1,41.44369888305664,WNV cases
268,LAO_G,2025-04-30,2025-09-30,quantile,0.15,42.68822860717773,WNV cases
269,LAO_G,2025-04-30,2025-09-30,quantile,0.2,43.19663619995117,WNV cases
270,LAO_G,2025-04-30,2025-09-30,quantile,0.25,43.66633224487305,WNV cases
271,LAO_G,2025-04-30,2025-09-30,quantile,0.3,44.01066207885742,WNV cases
272,LAO_G,2025-04-30,2025-09-30,quantile,0.35,44.4229736328125,WNV cases
273,LAO_G,2025-04-30,2025-09-30,quantile,0.4,45.02724456787109,WNV cases
274,LAO_G,2025-04-30,2025-09-30,quantile,0.45,45.50730895996094,WNV cases
275,LAO_G,2025-04-30,2025-09-30,quantile,0.5,45.82954788208008,WNV cases
276,LAO_G,2025-04-30,2025-09-30,quantile,0.55,46.23284149169922,WNV cases
277,LAO_G,2025-04-30,2025-09-30,quantile,0.6,46.42802429199219,WNV cases
278,LAO_G,2025-04-30,2025-09-30,quantile,0.65,46.73865509033203,WNV cases
279,LAO_G,2025-04-30,2025-09-30,quantile,0.7,47.08726119995117,WNV cases
280,LAO_G,2025-04-30,2025-09-30,quantile,0.75,47.536075592041016,WNV cases
281,LAO_G,2025-04-30,2025-09-30,quantile,0.8,47.955684661865234,WNV cases
282,LAO_G,2025-04-30,2025-09-30,quantile,0.85,48.722843170166016,WNV cases
283,LAO_G,2025-04-30,2025-09-30,quantile,0.9,49.63666534423828,WNV cases
284,LAO_G,2025-04-30,2025-09-30,quantile,0.95,51.45416641235352,WNV cases
285,LAO_G,2025-04-30,2025-09-30,quantile,0.99,52.88423538208008,WNV cases
286,LAO_G,2025-04-30,2025-10-31,cdf,0,4.018722734172259e-46,No WNV activity
287,LAO_G,2025-04-30,2025-10-31,quantile,0.01,25.48740768432617,WNV cases
288,LAO_G,2025-04-30,2025-10-31,quantile,0.05,27.115203857421875,WNV cases
289,LAO_G,2025-04-30,2025-10-31,quantile,0.1,28.20406913757324,WNV cases
290,LAO_G,2025-04-30,2025-10-31,quantile,0.15,29.04832649230957,WNV cases
291,LAO_G,2025-04-30,2025-10-31,quantile,0.2,29.3941650390625,WNV cases
292,LAO_G,2025-04-30,2025-10-31,quantile,0.25,29.713647842407227,WNV cases
293,LAO_G,2025-04-30,2025-10-31,quantile,0.3,29.948501586914062,WNV cases
294,LAO_G,2025-04-30,2025-10-31,quantile,0.35,30.22843360900879,WNV cases
295,LAO_G,2025-04-30,2025-10-31,quantile,0.4,30.641616821289062,WNV cases
296,LAO_G,2025-04-30,2025-10-31,quantile,0.45,30.966812133789062,WNV cases
297,LAO_G,2025-04-30,2025-10-31,quantile,0.5,31.185810089111328,WNV cases
298,LAO_G,2025-04-30,2025-10-31,quantile,0.55,31.460845947265625,WNV cases
299,LAO_G,2025-04-30,2025-10-31,quantile,0.6,31.59486198425293,WNV cases
300,LAO_G,2025-04-30,2025-10-31,quantile,0.65,31.80787849426269,WNV cases
301,LAO_G,2025-04-30,2025-10-31,quantile,0.7,32.04140853881836,WNV cases
302,LAO_G,2025-04-30,2025-10-31,quantile,0.75,32.34951400756836,WNV cases
303,LAO_G,2025-04-30,2025-10-31,quantile,0.8,32.632057189941406,WNV cases
304,LAO_G,2025-04-30,2025-10-31,quantile,0.85,33.15422821044922,WNV cases
305,LAO_G,2025-04-30,2025-10-31,quantile,0.9,33.77703857421875,WNV cases
306,LAO_G,2025-04-30,2025-10-31,quantile,0.95,35.01563262939453,WNV cases
307,LAO_G,2025-04-30,2025-10-31,quantile,0.99,35.987815856933594,WNV cases
308,LAO_G,2025-04-30,2025-11-30,cdf,0,4.142111719227205e-46,No WNV activity
309,LAO_G,2025-04-30,2025-11-30,quantile,0.01,6.548270225524902,WNV cases
310,LAO_G,2025-04-30,2025-11-30,quantile,0.05,6.965434074401856,WNV cases
311,LAO_G,2025-04-30,2025-11-30,quantile,0.1,7.247531414031982,WNV cases
312,LAO_G,2025-04-30,2025-11-30,quantile,0.15,7.462431907653809,WNV cases
313,LAO_G,2025-04-30,2025-11-30,quantile,0.2,7.551156520843506,WNV cases
