index,location,origin_date,target_date,output_type,output_type_id,value,target
26,Cal_S,2025-04-30,2025-06-30,quantile,0.15,1.4305737018585205,WNV cases
27,Cal_S,2025-04-30,2025-06-30,quantile,0.2,1.4460989236831665,WNV cases
28,Cal_S,2025-04-30,2025-06-30,quantile,0.25,1.4645620584487915,WNV cases
29,Cal_S,2025-04-30,2025-06-30,quantile,0.3,1.4884328842163086,WNV cases
30,Cal_S,2025-04-30,2025-06-30,quantile,0.35,1.5077083110809326,WNV cases
31,Cal_S,2025-04-30,2025-06-30,quantile,0.4,1.51934015750885,WNV cases
32,Cal_S,2025-04-30,2025-06-30,quantile,0.45,1.5522384643554688,WNV cases
33,Cal_S,2025-04-30,2025-06-30,quantile,0.5,1.568670392036438,WNV cases
34,Cal_S,2025-04-30,2025-06-30,quantile,0.55,1.579207181930542,WNV cases
35,Cal_S,2025-04-30,2025-06-30,quantile,0.6,1.595565676689148,WNV cases
36,Cal_S,2025-04-30,2025-06-30,quantile,0.65,1.6249412298202517,WNV cases
37,Cal_S,2025-04-30,2025-06-30,quantile,0.7,1.6371948719024658,WNV cases
38,Cal_S,2025-04-30,2025-06-30,quantile,0.75,1.6469193696975708,WNV cases
39,Cal_S,2025-04-30,2025-06-30,quantile,0.8,1.6652933359146118,WNV cases
40,Cal_S,2025-04-30,2025-06-30,quantile,0.85,1.6750904321670532,WNV cases
41,Cal_S,2025-04-30,2025-06-30,quantile,0.9,1.7255363464355469,WNV cases
42,Cal_S,2025-04-30,2025-06-30,quantile,0.95,1.789136290550232,WNV cases
43,Cal_S,2025-04-30,2025-06-30,quantile,0.99,1.8478270769119265,WNV cases
44,Cal_S,2025-04-30,2025-07-31,cdf,0,3.459930534198672e-36,No WNV activity
45,Cal_S,2025-04-30,2025-07-31,quantile,0.01,13.863882064819336,WNV cases
46,Cal_S,2025-04-30,2025-07-31,quantile,0.05,15.933882713317873,WNV cases
47,Cal_S,2025-04-30,2025-07-31,quantile,0.1,16.16914176940918,WNV cases
48,Cal_S,2025-04-30,2025-07-31,quantile,0.15,16.42148780822754,WNV cases
49,Cal_S,2025-04-30,2025-07-31,quantile,0.2,16.60525131225586,WNV cases
50,Cal_S,2025-04-30,2025-07-31,quantile,0.25,16.823305130004883,WNV cases
51,Cal_S,2025-04-30,2025-07-31,quantile,0.3,17.095304489135742,WNV cases
52,Cal_S,2025-04-30,2025-07-31,quantile,0.35,17.319860458374023,WNV cases
53,Cal_S,2025-04-30,2025-07-31,quantile,0.4,17.45466423034668,WNV cases
54,Cal_S,2025-04-30,2025-07-31,quantile,0.45,17.828298568725586,WNV cases
55,Cal_S,2025-04-30,2025-07-31,quantile,0.5,18.02057266235352,WNV cases
56,Cal_S,2025-04-30,2025-07-31,quantile,0.55,18.14739227294922,WNV cases
57,Cal_S,2025-04-30,2025-07-31,quantile,0.6,18.341100692749023,WNV cases
58,Cal_S,2025-04-30,2025-07-31,quantile,0.65,18.675107955932617,WNV cases
59,Cal_S,2025-04-30,2025-07-31,quantile,0.7,18.82473564147949,WNV cases
60,Cal_S,2025-04-30,2025-07-31,quantile,0.75,18.924020767211918,WNV cases
61,Cal_S,2025-04-30,2025-07-31,quantile,0.8,19.150604248046875,WNV cases
62,Cal_S,2025-04-30,2025-07-31,quantile,0.85,19.263322830200195,WNV cases
63,Cal_S,2025-04-30,2025-07-31,quantile,0.9,19.849773406982425,WNV cases
64,Cal_S,2025-04-30,2025-07-31,quantile,0.95,20.574642181396484,WNV cases
65,Cal_S,2025-04-30,2025-07-31,quantile,0.99,21.256393432617188,WNV cases
66,Cal_S,2025-04-30,2025-08-31,cdf,0,2.4463261001446605e-34,No WNV activity
67,Cal_S,2025-04-30,2025-08-31,quantile,0.01,39.88689041137695,WNV cases
68,Cal_S,2025-04-30,2025-08-31,quantile,0.05,46.20392227172852,WNV cases
69,Cal_S,2025-04-30,2025-08-31,quantile,0.1,46.7081413269043,WNV cases
70,Cal_S,2025-04-30,2025-08-31,quantile,0.15,47.532745361328125,WNV cases
71,Cal_S,2025-04-30,2025-08-31,quantile,0.2,48.03396224975586,WNV cases
72,Cal_S,2025-04-30,2025-08-31,quantile,0.25,48.73839569091797,WNV cases
73,Cal_S,2025-04-30,2025-08-31,quantile,0.3,49.49919891357422,WNV cases
74,Cal_S,2025-04-30,2025-08-31,quantile,0.35,50.18771362304688,WNV cases
75,Cal_S,2025-04-30,2025-08-31,quantile,0.4,50.59304428100586,WNV cases
76,Cal_S,2025-04-30,2025-08-31,quantile,0.45,51.65127182006836,WNV cases
77,Cal_S,2025-04-30,2025-08-31,quantile,0.5,52.298118591308594,WNV cases
78,Cal_S,2025-04-30,2025-08-31,quantile,0.55,52.660892486572266,WNV cases
79,Cal_S,2025-04-30,2025-08-31,quantile,0.6,53.29340362548828,WNV cases
80,Cal_S,2025-04-30,2025-08-31,quantile,0.65,54.21821975708008,WNV cases
81,Cal_S,2025-04-30,2025-08-31,quantile,0.7,54.68639373779297,WNV cases
82,Cal_S,2025-04-30,2025-08-31,quantile,0.75,54.895809173583984,WNV cases
83,Cal_S,2025-04-30,2025-08-31,quantile,0.8,55.64455795288086,WNV cases
84,Cal_S,2025-04-30,2025-08-31,quantile,0.85,56.097198486328125,WNV cases
85,Cal_S,2025-04-30,2025-08-31,quantile,0.9,57.64757537841797,WNV cases
86,Cal_S,2025-04-30,2025-08-31,quantile,0.95,59.88582611083984,WNV cases
87,Cal_S,2025-04-30,2025-08-31,quantile,0.99,61.954322814941406,WNV cases
88,Cal_S,2025-04-30,2025-09-30,cdf,0,4.6058600985369165e-35,No WNV activity
89,Cal_S,2025-04-30,2025-09-30,quantile,0.01,91.51698303222656,WNV cases
90,Cal_S,2025-04-30,2025-09-30,quantile,0.05,105.71179962158205,WNV cases
91,Cal_S,2025-04-30,2025-09-30,quantile,0.1,106.99918365478516,WNV cases
92,Cal_S,2025-04-30,2025-09-30,quantile,0.15,108.79259490966795,WNV cases
93,Cal_S,2025-04-30,2025-09-30,quantile,0.2,109.96612548828124,WNV cases
94,Cal_S,2025-04-30,2025-09-30,quantile,0.25,111.51395416259766,WNV cases
95,Cal_S,2025-04-30,2025-09-30,quantile,0.3,113.27789306640624,WNV cases
96,Cal_S,2025-04-30,2025-09-30,quantile,0.35,114.81890106201172,WNV cases
97,Cal_S,2025-04-30,2025-09-30,quantile,0.4,115.7328109741211,WNV cases
98,Cal_S,2025-04-30,2025-09-30,quantile,0.45,118.14459991455078,WNV cases
99,Cal_S,2025-04-30,2025-09-30,quantile,0.5,119.607177734375,WNV cases
100,Cal_S,2025-04-30,2025-09-30,quantile,0.55,120.40804290771484,WNV cases
101,Cal_S,2025-04-30,2025-09-30,quantile,0.6,121.7920913696289,WNV cases
102,Cal_S,2025-04-30,2025-09-30,quantile,0.65,123.94438934326172,WNV cases
103,Cal_S,2025-04-30,2025-09-30,quantile,0.7,124.99577331542967,WNV cases
104,Cal_S,2025-04-30,2025-09-30,quantile,0.75,125.53241729736328,WNV cases
105,Cal_S,2025-04-30,2025-09-30,quantile,0.8,127.26106262207033,WNV cases
106,Cal_S,2025-04-30,2025-09-30,quantile,0.85,128.06790161132812,WNV cases
107,Cal_S,2025-04-30,2025-09-30,quantile,0.9,131.87506103515625,WNV cases
108,Cal_S,2025-04-30,2025-09-30,quantile,0.95,136.76165771484375,WNV cases
109,Cal_S,2025-04-30,2025-09-30,quantile,0.99,141.41098022460938,WNV cases
110,Cal_S,2025-04-30,2025-10-31,cdf,0,6.62957467128293e-36,No WNV activity
111,Cal_S,2025-04-30,2025-10-31,quantile,0.01,48.3093147277832,WNV cases
112,Cal_S,2025-04-30,2025-10-31,quantile,0.05,55.61952972412109,WNV cases
113,Cal_S,2025-04-30,2025-10-31,quantile,0.1,56.36727142333984,WNV cases
114,Cal_S,2025-04-30,2025-10-31,quantile,0.15,57.26487350463867,WNV cases
115,Cal_S,2025-04-30,2025-10-31,quantile,0.2,57.89209365844727,WNV cases
116,Cal_S,2025-04-30,2025-10-31,quantile,0.25,58.67530822753906,WNV cases
117,Cal_S,2025-04-30,2025-10-31,quantile,0.3,59.60919570922852,WNV cases
118,Cal_S,2025-04-30,2025-10-31,quantile,0.35,60.40200805664063,WNV cases
119,Cal_S,2025-04-30,2025-10-31,quantile,0.4,60.8752326965332,WNV cases
120,Cal_S,2025-04-30,2025-10-31,quantile,0.45,62.15371322631836,WNV cases
121,Cal_S,2025-04-30,2025-10-31,quantile,0.5,62.86663818359375,WNV cases
122,Cal_S,2025-04-30,2025-10-31,quantile,0.55,63.301639556884766,WNV cases
123,Cal_S,2025-04-30,2025-10-31,quantile,0.6,64.00302124023438,WNV cases
124,Cal_S,2025-04-30,2025-10-31,quantile,0.65,65.14348602294922,WNV cases
125,Cal_S,2025-04-30,2025-10-31,quantile,0.7,65.68341064453125,WNV cases
126,Cal_S,2025-04-30,2025-10-31,quantile,0.75,65.99160766601562,WNV cases
127,Cal_S,2025-04-30,2025-10-31,quantile,0.8,66.85574340820312,WNV cases
128,Cal_S,2025-04-30,2025-10-31,quantile,0.85,67.2472915649414,WNV cases
129,Cal_S,2025-04-30,2025-10-31,quantile,0.9,69.32105255126953,WNV cases
130,Cal_S,2025-04-30,2025-10-31,quantile,0.95,71.8025894165039,WNV cases
131,Cal_S,2025-04-30,2025-10-31,quantile,0.99,74.20991516113281,WNV cases
132,Cal_S,2025-04-30,2025-11-30,cdf,0,9.010896486251993e-33,No WNV activity
133,Cal_S,2025-04-30,2025-11-30,quantile,0.01,2.343212366104126,WNV cases
134,Cal_S,2025-04-30,2025-11-30,quantile,0.05,2.71883225440979,WNV cases
135,Cal_S,2025-04-30,2025-11-30,quantile,0.1,2.7464139461517334,WNV cases
136,Cal_S,2025-04-30,2025-11-30,quantile,0.15,2.803065061569214,WNV cases
137,Cal_S,2025-04-30,2025-11-30,quantile,0.2,2.8290250301361084,WNV cases
138,Cal_S,2025-04-30,2025-11-30,quantile,0.25,2.863651752471924,WNV cases
139,Cal_S,2025-04-30,2025-11-30,quantile,0.3,2.914579391479492,WNV cases
140,Cal_S,2025-04-30,2025-11-30,quantile,0.35,2.9581098556518555,WNV cases
141,Cal_S,2025-04-30,2025-11-30,quantile,0.4,2.983630657196045,WNV cases
142,Cal_S,2025-04-30,2025-11-30,quantile,0.45,3.043944835662842,WNV cases
143,Cal_S,2025-04-30,2025-11-30,quantile,0.5,3.0802509784698486,WNV cases
144,Cal_S,2025-04-30,2025-11-30,quantile,0.55,3.107938051223755,WNV cases
145,Cal_S,2025-04-30,2025-11-30,quantile,0.6,3.156576633453369,WNV cases
146,Cal_S,2025-04-30,2025-11-30,quantile,0.65,3.194110870361328,WNV cases
147,Cal_S,2025-04-30,2025-11-30,quantile,0.7,3.2140111923217773,WNV cases
148,Cal_S,2025-04-30,2025-11-30,quantile,0.75,3.239826202392578,WNV cases
149,Cal_S,2025-04-30,2025-11-30,quantile,0.8,3.2704453468322754,WNV cases
150,Cal_S,2025-04-30,2025-11-30,quantile,0.85,3.330824136734009,WNV cases
151,Cal_S,2025-04-30,2025-11-30,quantile,0.9,3.4040329456329346,WNV cases
152,Cal_S,2025-04-30,2025-11-30,quantile,0.95,3.5335352420806885,WNV cases
153,Cal_S,2025-04-30,2025-11-30,quantile,0.99,3.6790616512298575,WNV cases
154,Cal_S,2025-04-30,2025-12-31,cdf,0,4.475564966419666e-19,No WNV activity
155,Cal_S,2025-04-30,2025-12-31,quantile,0.01,0.0178460646420717,WNV cases
156,Cal_S,2025-04-30,2025-12-31,quantile,0.05,0.0211344584822654,WNV cases
157,Cal_S,2025-04-30,2025-12-31,quantile,0.1,0.0213915426284074,WNV cases
158,Cal_S,2025-04-30,2025-12-31,quantile,0.15,0.0221598464995622,WNV cases
159,Cal_S,2025-04-30,2025-12-31,quantile,0.2,0.0225542709231376,WNV cases
160,Cal_S,2025-04-30,2025-12-31,quantile,0.25,0.0234314575791358,WNV cases
161,Cal_S,2025-04-30,2025-12-31,quantile,0.3,0.0235874727368354,WNV cases
162,Cal_S,2025-04-30,2025-12-31,quantile,0.35,0.0240372437983751,WNV cases
163,Cal_S,2025-04-30,2025-12-31,quantile,0.4,0.0243375562131404,WNV cases
164,Cal_S,2025-04-30,2025-12-31,quantile,0.45,0.0247530881315469,WNV cases
165,Cal_S,2025-04-30,2025-12-31,quantile,0.5,0.0250617992132902,WNV cases
166,Cal_S,2025-04-30,2025-12-31,quantile,0.55,0.0254609044641256,WNV cases
167,Cal_S,2025-04-30,2025-12-31,quantile,0.6,0.0256382301449775,WNV cases
168,Cal_S,2025-04-30,2025-12-31,quantile,0.65,0.0257237926125526,WNV cases
169,Cal_S,2025-04-30,2025-12-31,quantile,0.7,0.0264590829610824,WNV cases
170,Cal_S,2025-04-30,2025-12-31,quantile,0.75,0.0267747845500707,WNV cases
171,Cal_S,2025-04-30,2025-12-31,quantile,0.8,0.0273761190474033,WNV cases
172,Cal_S,2025-04-30,2025-12-31,quantile,0.85,0.0281421057879924,WNV cases
173,Cal_S,2025-04-30,2025-12-31,quantile,0.9,0.0288865026086568,WNV cases
174,Cal_S,2025-04-30,2025-12-31,quantile,0.95,0.0302056055516004,WNV cases
175,Cal_S,2025-04-30,2025-12-31,quantile,0.99,0.0320643670856952,WNV cases
176,LAO_G,2025-04-30,2025-05-31,cdf,0,7.020716986235706e-37,No WNV activity
177,LAO_G,2025-04-30,2025-05-31,quantile,0.01,0.0046080569736659,WNV cases
178,LAO_G,2025-04-30,2025-05-31,quantile,0.05,0.0052804895676672,WNV cases
179,LAO_G,2025-04-30,2025-05-31,quantile,0.1,0.0053647481836378,WNV cases
180,LAO_G,2025-04-30,2025-05-31,quantile,0.15,0.0054503120481967,WNV cases
181,LAO_G,2025-04-30,2025-05-31,quantile,0.2,0.0055079157464206,WNV cases
182,LAO_G,2025-04-30,2025-05-31,quantile,0.25,0.005577883683145,WNV cases
183,LAO_G,2025-04-30,2025-05-31,quantile,0.3,0.0056691584177315,WNV cases
184,LAO_G,2025-04-30,2025-05-31,quantile,0.35,0.0057420660741627,WNV cases
185,LAO_G,2025-04-30,2025-05-31,quantile,0.4,0.005786161404103,WNV cases
186,LAO_G,2025-04-30,2025-05-31,quantile,0.45,0.005912150721997,WNV cases
187,LAO_G,2025-04-30,2025-05-31,quantile,0.5,0.0059741558507084,WNV cases
188,LAO_G,2025-04-30,2025-05-31,quantile,0.55,0.0060133482329547,WNV cases
189,LAO_G,2025-04-30,2025-05-31,quantile,0.6,0.0060746925882995,WNV cases
190,LAO_G,2025-04-30,2025-05-31,quantile,0.65,0.0061871418729424,WNV cases
191,LAO_G,2025-04-30,2025-05-31,quantile,0.7,0.0062342616729438,WNV cases
192,LAO_G,2025-04-30,2025-05-31,quantile,0.75,0.0062713655643165,WNV cases
193,LAO_G,2025-04-30,2025-05-31,quantile,0.8,0.0063388673588633,WNV cases
194,LAO_G,2025-04-30,2025-05-31,quantile,0.85,0.0063761505298316,WNV cases
195,LAO_G,2025-04-30,2025-05-31,quantile,0.9,0.006567109376192,WNV cases
196,LAO_G,2025-04-30,2025-05-31,quantile,0.95,0.0068102586083114,WNV cases
197,LAO_G,2025-04-30,2025-05-31,quantile,0.99,0.0070325336419045,WNV cases
198,LAO_G,2025-04-30,2025-06-30,cdf,0,8.01457388910403e-37,No WNV activity
199,LAO_G,2025-04-30,2025-06-30,quantile,0.01,0.0992298498749733,WNV cases
200,LAO_G,2025-04-30,2025-06-30,quantile,0.05,0.1137388423085212,WNV cases
201,LAO_G,2025-04-30,2025-06-30,quantile,0.1,0.1155408695340156,WNV cases
202,LAO_G,2025-04-30,2025-06-30,quantile,0.15,0.1173797324299812,WNV cases
203,LAO_G,2025-04-30,2025-06-30,quantile,0.2,0.1186392456293106,WNV cases
204,LAO_G,2025-04-30,2025-06-30,quantile,0.25,0.1201382875442504,WNV cases
205,LAO_G,2025-04-30,2025-06-30,quantile,0.3,0.1221019700169563,WNV cases
206,LAO_G,2025-04-30,2025-06-30,quantile,0.35,0.1236745938658714,WNV cases
207,LAO_G,2025-04-30,2025-06-30,quantile,0.4,0.1246256753802299,WNV cases
208,LAO_G,2025-04-30,2025-06-30,quantile,0.45,0.1273349970579147,WNV cases
209,LAO_G,2025-04-30,2025-06-30,quantile,0.5,0.1286734342575073,WNV cases
210,LAO_G,2025-04-30,2025-06-30,quantile,0.55,0.1295234709978103,WNV cases
211,LAO_G,2025-04-30,2025-06-30,quantile,0.6,0.1308504492044448,WNV cases
212,LAO_G,2025-04-30,2025-06-30,quantile,0.65,0.1332684308290481,WNV cases
213,LAO_G,2025-04-30,2025-06-30,quantile,0.7,0.1342725157737732,WNV cases
214,LAO_G,2025-04-30,2025-06-30,quantile,0.75,0.1350798904895782,WNV cases
215,LAO_G,2025-04-30,2025-06-30,quantile,0.8,0.1365481615066528,WNV cases
216,LAO_G,2025-04-30,2025-06-30,quantile,0.85,0.1373515725135803,WNV cases
217,LAO_G,2025-04-30,2025-06-30,quantile,0.9,0.1414709538221359,WNV cases
218,LAO_G,2025-04-30,2025-06-30,quantile,0.95,0.1467014402151107,WNV cases
219,LAO_G,2025-04-30,2025-06-30,quantile,0.99,0.1514956802129745,WNV cases
220,LAO_G,2025-04-30,2025-07-31,cdf,0,9.910023233617565e-37,No WNV activity
221,LAO_G,2025-04-30,2025-07-31,quantile,0.01,1.4305568933486938,WNV cases
222,LAO_G,2025-04-30,2025-07-31,quantile,0.05,1.6403706073760986,WNV cases
223,LAO_G,2025-04-30,2025-07-31,quantile,0.1,1.6660903692245483,WNV cases
224,LAO_G,2025-04-30,2025-07-31,quantile,0.15,1.692533016204834,WNV cases
225,LAO_G,2025-04-30,2025-07-31,quantile,0.2,1.7108101844787598,WNV cases
226,LAO_G,2025-04-30,2025-07-31,quantile,0.25,1.7325488328933716,WNV cases
227,LAO_G,2025-04-30,2025-07-31,quantile,0.3,1.7608187198638916,WNV cases
228,LAO_G,2025-04-30,2025-07-31,quantile,0.35,1.7835699319839478,WNV cases
229,LAO_G,2025-04-30,2025-07-31,quantile,0.4,1.7973062992095947,WNV cases
230,LAO_G,2025-04-30,2025-07-31,quantile,0.45,1.8362863063812256,WNV cases
231,LAO_G,2025-04-30,2025-07-31,quantile,0.5,1.8556643724441528,WNV cases
232,LAO_G,2025-04-30,2025-07-31,quantile,0.55,1.8680384159088133,WNV cases
233,LAO_G,2025-04-30,2025-07-31,quantile,0.6,1.887292742729187,WNV cases
234,LAO_G,2025-04-30,2025-07-31,quantile,0.65,1.9220941066741943,WNV cases
235,LAO_G,2025-04-30,2025-07-31,quantile,0.7,1.9364484548568728,WNV cases
236,LAO_G,2025-04-30,2025-07-31,quantile,0.75,1.9481422901153564,WNV cases
237,LAO_G,2025-04-30,2025-07-31,quantile,0.8,1.9696391820907595,WNV cases
238,LAO_G,2025-04-30,2025-07-31,quantile,0.85,1.9812219142913816,WNV cases
239,LAO_G,2025-04-30,2025-07-31,quantile,0.9,2.040779590606689,WNV cases
240,LAO_G,2025-04-30,2025-07-31,quantile,0.95,2.116086721420288,WNV cases
241,LAO_G,2025-04-30,2025-07-31,quantile,0.99,2.1853926181793213,WNV cases
242,LAO_G,2025-04-30,2025-08-31,cdf,0,1.4234222738744938e-36,No WNV activity
243,LAO_G,2025-04-30,2025-08-31,quantile,0.01,12.966777801513672,WNV cases
244,LAO_G,2025-04-30,2025-08-31,quantile,0.05,14.878549575805664,WNV cases
245,LAO_G,2025-04-30,2025-08-31,quantile,0.1,15.107718467712402,WNV cases
246,LAO_G,2025-04-30,2025-08-31,quantile,0.15,15.346295356750488,WNV cases
247,LAO_G,2025-04-30,2025-08-31,quantile,0.2,15.513754844665527,WNV cases
248,LAO_G,2025-04-30,2025-08-31,quantile,0.25,15.712830543518066,WNV cases
249,LAO_G,2025-04-30,2025-08-31,quantile,0.3,15.968499183654783,WNV cases
250,LAO_G,2025-04-30,2025-08-31,quantile,0.35,16.175819396972656,WNV cases
251,LAO_G,2025-04-30,2025-08-31,quantile,0.4,16.30078887939453,WNV cases
252,LAO_G,2025-04-30,2025-08-31,quantile,0.45,16.65291976928711,WNV cases
253,LAO_G,2025-04-30,2025-08-31,quantile,0.5,16.82977867126465,WNV cases
254,LAO_G,2025-04-30,2025-08-31,quantile,0.55,16.94384765625,WNV cases
255,LAO_G,2025-04-30,2025-08-31,quantile,0.6,17.120361328125,WNV cases
256,LAO_G,2025-04-30,2025-08-31,quantile,0.65,17.43484115600586,WNV cases
257,LAO_G,2025-04-30,2025-08-31,quantile,0.7,17.56791114807129,WNV cases
258,LAO_G,2025-04-30,2025-08-31,quantile,0.75,17.669918060302734,WNV cases
259,LAO_G,2025-04-30,2025-08-31,quantile,0.8,17.86988639831543,WNV cases
260,LAO_G,2025-04-30,2025-08-31,quantile,0.85,17.974998474121094,WNV cases
261,LAO_G,2025-04-30,2025-08-31,quantile,0.9,18.51738739013672,WNV cases
262,LAO_G,2025-04-30,2025-08-31,quantile,0.95,19.1984806060791,WNV cases
263,LAO_G,2025-04-30,2025-08-31,quantile,0.99,19.82944107055664,WNV cases
264,LAO_G,2025-04-30,2025-09-30,cdf,0,1.9038721691737974e-36,No WNV activity
265,LAO_G,2025-04-30,2025-09-30,quantile,0.01,21.60388946533203,WNV cases
266,LAO_G,2025-04-30,2025-09-30,quantile,0.05,24.805932998657227,WNV cases
267,LAO_G,2025-04-30,2025-09-30,quantile,0.1,25.17765235900879,WNV cases
268,LAO_G,2025-04-30,2025-09-30,quantile,0.15,25.57244110107422,WNV cases
269,LAO_G,2025-04-30,2025-09-30,quantile,0.2,25.854589462280277,WNV cases
270,LAO_G,2025-04-30,2025-09-30,quantile,0.25,26.19009780883789,WNV cases
271,LAO_G,2025-04-30,2025-09-30,quantile,0.3,26.614091873168945,WNV cases
272,LAO_G,2025-04-30,2025-09-30,quantile,0.35,26.96133804321289,WNV cases
273,LAO_G,2025-04-30,2025-09-30,quantile,0.4,27.17019844055176,WNV cases
274,LAO_G,2025-04-30,2025-09-30,quantile,0.45,27.753463745117188,WNV cases
275,LAO_G,2025-04-30,2025-09-30,quantile,0.5,28.050189971923828,WNV cases
276,LAO_G,2025-04-30,2025-09-30,quantile,0.55,28.244138717651367,WNV cases
277,LAO_G,2025-04-30,2025-09-30,quantile,0.6,28.54239845275879,WNV cases
278,LAO_G,2025-04-30,2025-09-30,quantile,0.65,29.06307029724121,WNV cases
279,LAO_G,2025-04-30,2025-09-30,quantile,0.7,29.291587829589844,WNV cases
280,LAO_G,2025-04-30,2025-09-30,quantile,0.75,29.451906204223636,WNV cases
281,LAO_G,2025-04-30,2025-09-30,quantile,0.8,29.796667098999023,WNV cases
282,LAO_G,2025-04-30,2025-09-30,quantile,0.85,29.97170066833496,WNV cases
283,LAO_G,2025-04-30,2025-09-30,quantile,0.9,30.880340576171875,WNV cases
284,LAO_G,2025-04-30,2025-09-30,quantile,0.95,32.00902557373047,WNV cases
285,LAO_G,2025-04-30,2025-09-30,quantile,0.99,33.06553268432617,WNV cases
286,LAO_G,2025-04-30,2025-10-31,cdf,0,3.863036636844953e-36,No WNV activity
287,LAO_G,2025-04-30,2025-10-31,quantile,0.01,8.364325523376465,WNV cases
288,LAO_G,2025-04-30,2025-10-31,quantile,0.05,9.622262001037598,WNV cases
289,LAO_G,2025-04-30,2025-10-31,quantile,0.1,9.75341796875,WNV cases
290,LAO_G,2025-04-30,2025-10-31,quantile,0.15,9.906922340393066,WNV cases
291,LAO_G,2025-04-30,2025-10-31,quantile,0.2,10.015613555908203,WNV cases
292,LAO_G,2025-04-30,2025-10-31,quantile,0.25,10.14984893798828,WNV cases
293,LAO_G,2025-04-30,2025-10-31,quantile,0.3,10.311348915100098,WNV cases
294,LAO_G,2025-04-30,2025-10-31,quantile,0.35,10.447766304016112,WNV cases
295,LAO_G,2025-04-30,2025-10-31,quantile,0.4,10.529278755187988,WNV cases
296,LAO_G,2025-04-30,2025-10-31,quantile,0.45,10.750667572021484,WNV cases
297,LAO_G,2025-04-30,2025-10-31,quantile,0.5,10.87193775177002,WNV cases
298,LAO_G,2025-04-30,2025-10-31,quantile,0.55,10.947407722473145,WNV cases
299,LAO_G,2025-04-30,2025-10-31,quantile,0.6,11.067856788635254,WNV cases
300,LAO_G,2025-04-30,2025-10-31,quantile,0.65,11.26503562927246,WNV cases
301,LAO_G,2025-04-30,2025-10-31,quantile,0.7,11.357932090759276,WNV cases
302,LAO_G,2025-04-30,2025-10-31,quantile,0.75,11.4119234085083,WNV cases
303,LAO_G,2025-04-30,2025-10-31,quantile,0.8,11.559508323669434,WNV cases
304,LAO_G,2025-04-30,2025-10-31,quantile,0.85,11.62704086303711,WNV cases
305,LAO_G,2025-04-30,2025-10-31,quantile,0.9,11.984536170959473,WNV cases
306,LAO_G,2025-04-30,2025-10-31,quantile,0.95,12.41307544708252,WNV cases
307,LAO_G,2025-04-30,2025-10-31,quantile,0.99,12.828099250793455,WNV cases
308,LAO_G,2025-04-30,2025-11-30,cdf,0,8.373808108812212e-34,No WNV activity
309,LAO_G,2025-04-30,2025-11-30,quantile,0.01,0.5495339035987854,WNV cases
310,LAO_G,2025-04-30,2025-11-30,quantile,0.05,0.6369092464447021,WNV cases
311,LAO_G,2025-04-30,2025-11-30,quantile,0.1,0.6424027681350708,WNV cases
312,LAO_G,2025-04-30,2025-11-30,quantile,0.15,0.6552886962890625,WNV cases
